wilayah,wilayah_val,turvar_label,tahun,nilai,var_id,var_name
Sulawesi Utara,7100,Harga Konstan 2010,2024,39816.39,288,PDRB Per Kapita
Sulawesi Tengah,7200,Harga Berlaku,2024,120749.57,288,PDRB Per Kapita
Sulawesi Tengah,7200,Harga Konstan 2010,2024,68000.75,288,PDRB Per Kapita
Sulawesi Selatan,7300,Harga Berlaku,2024,73573.33,288,PDRB Per Kapita
Sulawesi Selatan,7300,Harga Konstan 2010,2024,41860.47,288,PDRB Per Kapita
Sulawesi Tenggara,7400,Harga Berlaku,2024,67839.91,288,PDRB Per Kapita
Sulawesi Tenggara,7400,Harga Konstan 2010,2024,40811.51,288,PDRB Per Kapita
Gorontalo,7500,Harga Berlaku,2024,44437.14,288,PDRB Per Kapita
Gorontalo,7500,Harga Konstan 2010,2024,26838.33,288,PDRB Per Kapita
Sulawesi Barat,7600,Harga Berlaku,2024,42717.73,288,PDRB Per Kapita
Sulawesi Barat,7600,Harga Konstan 2010,2024,24671.79,288,PDRB Per Kapita
Sulawesi Utara,7100,Tidak ada,2014,5.14,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Utara,7100,Tidak ada,2015,5.0,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Tengah,7200,Tidak ada,2014,3.37,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Tengah,7200,Tidak ada,2015,13.68,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Selatan,7300,Tidak ada,2014,6.39,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Selatan,7300,Tidak ada,2015,6.08,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Tenggara,7400,Tidak ada,2014,4.03,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Tenggara,7400,Tidak ada,2015,4.68,296,Laju Pertumbuhan PDRB Per Kapita
Gorontalo,7500,Tidak ada,2014,5.57,296,Laju Pertumbuhan PDRB Per Kapita
Gorontalo,7500,Tidak ada,2015,4.57,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Barat,7600,Tidak ada,2014,6.79,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Barat,7600,Tidak ada,2015,5.3,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Utara,7100,Tidak ada,2016,5.08,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Utara,7100,Tidak ada,2017,5.27,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Tengah,7200,Tidak ada,2016,8.24,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Tengah,7200,Tidak ada,2017,5.49,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Selatan,7300,Tidak ada,2016,6.34,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Selatan,7300,Tidak ada,2017,6.17,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Tenggara,7400,Tidak ada,2016,4.36,296,Laju Pertumbuhan PDRB Per Kapita
Sulawesi Tenggara,7400,Tidak ada,2017,4.65,296,Laju Pertumbuhan PDRB Per Kapita
Gorontalo,7500,Tidak ada,2016,4.9,296,Laju Pertumbuhan PDRB Per Kapita
Gorontalo,7500,Tidak ada,2017,5.14,296,Laju Pertumbuhan PDRB Per Kapita
